timestep,oat_mse,enriched_mse
3.850000000000000000e+02,2.447544890753676761e-01,8.636617591535604432e-02
3.860000000000000000e+02,2.361673585688145449e-01,8.163921497072335054e-02
3.870000000000000000e+02,2.323242290720507475e-01,8.191081092162574850e-02
3.880000000000000000e+02,7.710563634125730537e-02,6.702213297336320763e-02
3.890000000000000000e+02,7.871953992299569880e-02,7.241898246175336451e-02
3.900000000000000000e+02,7.948561019170423403e-02,7.686817975987614293e-02
3.910000000000000000e+02,1.038607512076599043e-01,1.020277071487854653e-01
3.920000000000000000e+02,1.058585927586093295e-01,1.066626279773320030e-01
3.930000000000000000e+02,1.045583106124901018e-01,1.078584100105217658e-01
3.940000000000000000e+02,1.297007714761310160e-01,1.326234957677014659e-01
3.950000000000000000e+02,1.466549131567132513e-01,1.511435632510256255e-01
3.960000000000000000e+02,1.490152284727229992e-01,1.526336749378461588e-01
3.970000000000000000e+02,1.471578458102509868e-01,1.500326961138716275e-01
3.980000000000000000e+02,1.619672065944454953e-01,1.632329329550783747e-01
3.990000000000000000e+02,1.462021981094343004e-01,1.477628495764090888e-01
4.000000000000000000e+02,1.514856535991254416e-01,1.504173001119245845e-01
4.010000000000000000e+02,1.529123062752963391e-01,1.515224190894514378e-01
4.020000000000000000e+02,1.534080274508423103e-01,1.513861211818746388e-01
4.030000000000000000e+02,1.430730410740284064e-01,1.410077898067304547e-01
4.040000000000000000e+02,1.464217041680893339e-01,1.448304681994375676e-01
4.050000000000000000e+02,1.599300706928966365e-01,1.572826767002143689e-01
4.060000000000000000e+02,1.625265423639643270e-01,1.592501037607521319e-01
4.070000000000000000e+02,1.497480054459519039e-01,1.476624641591348652e-01
4.080000000000000000e+02,1.805075252275647746e-01,1.358484809799119786e-01
4.090000000000000000e+02,1.879556136645121889e-01,1.394175603135307806e-01
4.100000000000000000e+02,1.771366635792287203e-01,1.235992577453346453e-01
4.110000000000000000e+02,1.841939561284488547e-01,1.355862300201872428e-01
4.120000000000000000e+02,1.281044619331689616e-01,1.304342934045184810e-01
4.130000000000000000e+02,1.183531932876971809e-01,1.275644491467139152e-01
4.140000000000000000e+02,1.211796560324728544e-01,1.287955477988968200e-01
4.150000000000000000e+02,1.173788266722112922e-01,1.330503258769485109e-01
4.160000000000000000e+02,1.795671178176152516e-01,1.291380579491625824e-01
4.170000000000000000e+02,1.753895642202613625e-01,1.136812412712190773e-01
4.180000000000000000e+02,1.753542902635499279e-01,1.129385314268311347e-01
4.190000000000000000e+02,1.754453796338999727e-01,1.130569657007794021e-01
4.200000000000000000e+02,1.718175326264463343e-01,9.716506874732051824e-02
4.210000000000000000e+02,1.712554760191491721e-01,9.780178258497791710e-02
4.220000000000000000e+02,1.696603408916608213e-01,9.676189563367842972e-02
4.230000000000000000e+02,2.459532813487672054e-01,9.644744162991021608e-02
4.240000000000000000e+02,2.493189139095575990e-01,2.295455828833949108e-01
4.250000000000000000e+02,2.512174837560833818e-01,2.306398678338155150e-01
4.260000000000000000e+02,2.522787869246186365e-01,2.297987717207880809e-01
4.270000000000000000e+02,1.898386726518058176e-01,2.315783304597802683e-01
4.280000000000000000e+02,1.948964138541163515e-01,2.338729702600243210e-01
4.290000000000000000e+02,1.989313682206557132e-01,2.355032450383684195e-01
4.300000000000000000e+02,2.019398446791456081e-01,2.358549716106305427e-01
4.310000000000000000e+02,2.078571520323748700e-01,2.387658453468854136e-01
4.320000000000000000e+02,2.092225020496698562e-01,2.513377649108103351e-01
4.330000000000000000e+02,2.115795264344342286e-01,2.529369621382405176e-01
4.340000000000000000e+02,2.151114715870789951e-01,2.557368657241265164e-01
4.350000000000000000e+02,2.176249667227239115e-01,2.565680250409059227e-01
4.360000000000000000e+02,2.277569446984367973e-01,2.596157087220086201e-01
4.370000000000000000e+02,2.360926770837977473e-01,2.619465137728386739e-01
4.380000000000000000e+02,2.582249622869615679e-01,2.733971446959508889e-01
4.390000000000000000e+02,3.453251713654026389e-01,2.753319636852081254e-01
4.400000000000000000e+02,4.330571580323434588e-01,2.758812255647388190e-01
4.410000000000000000e+02,4.081918309287478341e-01,2.760044482004429534e-01
4.420000000000000000e+02,4.093140886342596652e-01,2.760298079589293407e-01
4.430000000000000000e+02,4.124494613636107698e-01,2.772091243504768432e-01
4.440000000000000000e+02,4.184549809322647973e-01,2.794478984793559717e-01
4.450000000000000000e+02,4.195882949057878064e-01,2.800439395830922051e-01
4.460000000000000000e+02,3.894356437127239334e-01,2.790352055647720708e-01
4.470000000000000000e+02,3.862557909784040677e-01,2.782723039022779732e-01
4.480000000000000000e+02,3.742239311160076021e-01,2.875757075158790754e-01
4.490000000000000000e+02,4.114153461459164607e-01,3.186512774644563173e-01
4.500000000000000000e+02,3.676965243111436354e-01,3.168321552444607336e-01
4.510000000000000000e+02,3.245321912690997124e-01,3.153714102898867999e-01
4.520000000000000000e+02,3.233103803358972073e-01,3.142815696774050593e-01
4.530000000000000000e+02,2.773377600197608484e-01,3.137904432817147371e-01
4.540000000000000000e+02,2.967179297314335717e-01,3.148790481403314634e-01
4.550000000000000000e+02,3.480868413113057391e-01,3.179750198265537398e-01
4.560000000000000000e+02,3.787583474380274429e-01,3.228476682367423800e-01
4.570000000000000000e+02,4.173505456419661641e-01,3.286228902579750866e-01
4.580000000000000000e+02,4.695821923336812587e-01,3.351260899965252116e-01
4.590000000000000000e+02,5.400056354701519012e-01,3.430682918600116982e-01
4.600000000000000000e+02,5.378137240186333656e-01,3.474375626926000105e-01
4.610000000000000000e+02,5.360729043992856768e-01,3.504768132697790861e-01
4.620000000000000000e+02,5.329436378863949830e-01,3.516651312432562126e-01
4.630000000000000000e+02,5.310635685455054045e-01,5.416663009673357010e-01
4.640000000000000000e+02,5.134676036347325390e-01,3.588799069014688703e-01
4.650000000000000000e+02,5.154295949420582001e-01,3.554305133099356917e-01
4.660000000000000000e+02,4.214098495819295631e-01,3.525241160144408359e-01
4.670000000000000000e+02,5.043725532013922930e-01,3.533028818666935078e-01
4.680000000000000000e+02,6.333828195929527283e-01,3.597602883819490671e-01
4.690000000000000000e+02,4.932370120659470558e-01,3.600736507214605808e-01
4.700000000000000000e+02,4.986317586153745651e-01,3.624369159806519747e-01
4.710000000000000000e+02,5.041590770706534386e-01,3.648061268031597137e-01
4.720000000000000000e+02,5.076497038826346397e-01,3.656219283584505320e-01
4.730000000000000000e+02,5.077231307514011860e-01,3.658990259282290936e-01
4.740000000000000000e+02,5.105835194699466228e-01,3.664672255981713533e-01
4.750000000000000000e+02,5.126322442665696144e-01,3.661583419889211655e-01
4.760000000000000000e+02,5.112443710677325726e-01,3.630465678870677948e-01
4.770000000000000000e+02,6.571956574916839600e-01,3.634682983780900822e-01
4.780000000000000000e+02,6.567831138769786303e-01,3.608570775638024197e-01
4.790000000000000000e+02,6.579734086990356445e-01,3.604432203186054839e-01
4.800000000000000000e+02,6.470529337724050256e-01,3.617860871211935891e-01
4.810000000000000000e+02,6.474986473719279712e-01,3.590208147652447224e-01
4.820000000000000000e+02,6.493454277515411377e-01,3.576722816408922090e-01
4.830000000000000000e+02,6.493534147739410400e-01,3.562722658583273305e-01
4.840000000000000000e+02,6.489059031009674072e-01,3.559349614661186934e-01
4.850000000000000000e+02,6.488762100537618371e-01,3.562241077112655030e-01
4.860000000000000000e+02,6.506842275460560376e-01,3.574604733536640988e-01
4.870000000000000000e+02,6.515858372052509839e-01,3.567937508535882207e-01
4.880000000000000000e+02,6.542783975601196289e-01,3.554138975838820325e-01
4.890000000000000000e+02,6.559667984644571570e-01,3.533085980452597141e-01
4.900000000000000000e+02,6.565775275230407715e-01,3.504330012947320938e-01
4.910000000000000000e+02,6.620726287364959717e-01,3.522917071046928750e-01
4.920000000000000000e+02,6.690107186635334546e-01,3.558176566536228047e-01
4.930000000000000000e+02,6.709482868512470777e-01,3.581163870791594372e-01
4.940000000000000000e+02,6.692788898944854736e-01,3.568988100936015817e-01
4.950000000000000000e+02,4.714950236181417731e-01,3.537114736003180160e-01
4.960000000000000000e+02,2.446446170409520560e-01,3.395322815825541629e-01
4.970000000000000000e+02,2.320465184748172760e-01,3.283090759068727493e-01
4.980000000000000000e+02,2.248482274202008857e-01,3.216807044421633455e-01
4.990000000000000000e+02,2.216864010939995355e-01,3.171718871841828213e-01
5.000000000000000000e+02,2.201172834029421210e-01,3.146605448176463260e-01
5.010000000000000000e+02,2.188234745214382992e-01,3.138893842697143555e-01
5.020000000000000000e+02,2.197153854261462980e-01,3.117221649736166000e-01
5.030000000000000000e+02,2.194764961798985614e-01,3.101707611543436660e-01
5.040000000000000000e+02,2.204456656278732107e-01,3.112179453795154704e-01
5.050000000000000000e+02,3.200476023484952748e-01,3.099379995837807655e-01
5.060000000000000000e+02,6.229263544082641602e-01,3.100990848615765572e-01
5.070000000000000000e+02,6.262684762477874756e-01,3.115213634446263313e-01
5.080000000000000000e+02,6.287201344966888428e-01,3.157851966097950935e-01
5.090000000000000000e+02,6.278922557830810547e-01,3.181391172111034393e-01
5.100000000000000000e+02,6.225562989711761475e-01,3.207569411024451256e-01
5.110000000000000000e+02,6.253190636634826660e-01,3.238399988040328026e-01
5.120000000000000000e+02,6.080086827278137207e-01,3.341582324355840683e-01
5.130000000000000000e+02,6.103743612766265869e-01,3.409367538988590240e-01
5.140000000000000000e+02,6.149532198905944824e-01,3.549023810774087906e-01
5.150000000000000000e+02,6.180122494697570801e-01,3.643693402409553528e-01
5.160000000000000000e+02,6.227005720138549805e-01,3.721578158438205719e-01
